Date,VIX Index,MOVE Index,MXWD Index,SBWGU Index,SPGSCI Index,.TED G Index,KOSPI2 Index,SPX Index,SX5E Index,NKY Index,UKX Index,HSI Index,MXWO000V Index,MXWOMOM Index,MXUS000V Index,MXUSMMT Index,MXUSQU Index,MXUSMVOL Index,DXY Curncy,GOLDLNPM Index,USYC2Y10 Index
1990-01-01,,87.93,139.57,201.8721,207.25,60.455929,,353.4,1098.49,38915.87,2422.7,2836.57,854.5,197.02,479.77,,156.39,338.94,93.16,398.6,9.45
1990-01-02,17.24,91.73,140.01,201.8721,212.09,57.420952,,359.69,1101.34,38915.87,2434.1,2838.07,854.5,197.02,479.77,,156.39,338.94,94.25,399,5.45
1990-01-03,18.19,93.21,140.08,201.8721,215.64,52.12243,100,358.76,1112.82,38915.87,2463.7,2858.72,854.5,197.02,479.77,,156.39,338.94,94.45,395,4.65
1990-01-04,19.22,95.09,140.59,201.8721,212.14,49.158506,102,355.67,1113.02,38712.88,2451.6,2867.95,854.5,197.02,479.77,,156.39,338.94,92.54,396.5,6.15
1990-01-05,20.11,85.28,139.45,201.8721,206.92,60.283372,100.38,352.2,1099.52,38274.76,2444.5,2839.94,854.5,197.02,479.77,,156.39,338.94,93.06,405,9.95
1990-01-08,20.26,86.91,139.8,201.8721,199.75,57.309297,100.51,353.79,1104.62,38294.96,2431.3,2816.24,854.5,197.02,479.77,,156.39,338.94,92.05,404.6,11.85
1990-01-09,22.2,83.53,138.64,201.8721,200.4,53.096871,100.54,349.62,1108.79,37951.46,2436.3,2822.16,854.5,197.02,479.77,,156.39,338.94,92.36,403.45,11.55
1990-01-10,22.44,84.53,137.86,201.8721,203.71,57.542757,99.73,347.31,1099.88,37696.51,2412.7,2868,854.5,197.02,479.77,,156.39,338.94,92.5,409.1,13.75
1990-01-11,20.05,82.86,138.25,201.8721,203.86,46.022025,98.77,348.53,1111.34,38170.13,2417.9,2855.52,854.5,197.02,479.77,,156.39,338.94,92.44,412.1,12.35
1990-01-12,24.64,87.31,136.46,201.8721,202.92,54.162666,98.78,339.93,1100.32,37516.77,2380,2835.94,854.5,197.02,479.77,,156.39,338.94,92.56,416.25,15.75
1990-01-15,26.34,87.31,135.64,201.8721,200.08,60.506681,96.49,337,1094.09,37516.77,2366.2,2786.69,854.5,197.02,479.77,,156.39,338.94,92.95,415.6,16.55
1990-01-16,24.18,95.37,134.15,201.8721,199.83,58.425844,96.57,340.75,1076.85,36850.36,2349.1,2751.79,854.5,197.02,479.77,,156.39,338.94,92.87,412.75,9.85
1990-01-17,24.16,93.84,133.82,201.8721,197.63,50.975432,95.58,337.4,1085.63,36821.14,2373.9,2754.84,854.5,197.02,479.77,,156.39,338.94,92.77,410.4,13.75
1990-01-18,24.34,101.9,132.89,201.8721,198.64,34.105427,95.62,338.19,1071.44,36729.46,2336.9,2771.67,854.5,197.02,479.77,,156.39,338.94,93.78,413.4,7.15
1990-01-19,22.5,95.76,132.88,201.8721,200.3,39.992673,94.82,339.15,1069.32,36836.54,2335,2776.29,854.5,197.02,479.77,,156.39,338.94,93.76,408.65,6.95
1990-01-22,26.7,101.65,132.08,201.8721,198.52,41.231025,98.3,330.38,1070.13,37257.01,2297.1,2771.65,854.5,197.02,479.77,,156.39,338.94,94.36,406,13.45
1990-01-23,24.72,102.77,132.16,201.8721,197.18,43.393065,97.51,331.61,1072,37378.02,2291.1,2762.45,854.5,197.02,479.77,,156.39,338.94,93.05,408.25,11.45
1990-01-24,25.39,109.14,131.59,201.8721,196.75,46.773157,98.98,330.26,1048.74,36778.98,2278.6,2756.39,854.5,197.02,479.77,,156.39,338.94,92.87,420.75,13.05
1990-01-25,25.63,109.73,131.56,201.8721,198.72,44.803974,99.12,326.08,1061.73,36969.11,2289.9,2768.86,854.5,197.02,479.77,,156.39,338.94,92.57,415.65,16.75
1990-01-26,26.28,110.08,131.88,201.8721,199.39,44.266002,99.12,325.8,1061.64,36874.07,2314.5,2768.86,854.5,197.02,479.77,,156.39,338.94,92.53,418,20.05
1990-01-29,26.44,108.34,133.06,201.8721,200.58,39.099436,98.14,325.2,1063.84,37173.7,2328.8,2768.86,854.5,197.02,479.77,,156.39,338.94,91.99,418.75,21.15
1990-01-30,27.25,112.71,132.64,201.8721,199.02,36.957696,97.06,322.98,1067.73,37215.67,2322,2760.8,854.5,197.02,479.77,,156.39,338.94,92.91,418.15,22.05
1990-01-31,25.36,105.5,132.91,199.2019,198.83,37.140404,97.83,329.08,1069.92,37188.95,2337.3,2751.6,819.2,186.05,450.13,,145.38,313.61,92.55,415.05,16.35
1990-02-01,24.87,105.39,133.31,199.2019,198.52,36.247166,96.66,328.79,1081.45,37206.42,2345.8,2738.24,819.2,186.05,450.13,,145.38,313.61,92.18,415.8,13.25
1990-02-02,24.32,103.31,133.87,199.2019,200.95,32.51181,95.69,330.92,1099.38,37650.15,2355.1,2736.55,819.2,186.05,450.13,,145.38,313.61,92.44,417.95,15.25
1990-02-05,24.54,98.51,134.26,199.2019,198.32,31.618573,95.63,331.85,1111.72,37631.41,2348.4,2756.67,819.2,186.05,450.13,,145.38,313.61,91.49,423,16.05
1990-02-06,24.69,99.43,134.41,199.2019,198.22,31.608422,96.77,329.66,1108.79,37666.83,2321.1,2792.89,819.2,186.05,450.13,,145.38,313.61,91.45,421.05,17.75
1990-02-07,24.29,107.67,134.01,199.2019,197.53,31.79113,96.04,333.75,1093.94,37301.87,2307.4,2844.89,819.2,186.05,450.13,,145.38,313.61,91.68,423.75,15.15
1990-02-08,23.77,104.47,133.96,199.2019,196.58,30.897892,96.25,332.96,1102.05,37516.24,2331,2903.77,819.2,186.05,450.13,,145.38,313.61,91.92,418,11.45
1990-02-09,23.69,105.65,133.37,199.2019,195.28,36.785139,95.83,333.62,1091.27,37288.14,2313.6,2893.9,819.2,186.05,450.13,,145.38,313.61,91.94,415.5,7.15
1990-02-12,24.38,104.26,132.87,199.2019,197.03,35.962954,94.4,330.08,1075.59,37288.14,2285.9,2894.66,819.2,186.05,450.13,,145.38,313.61,92.11,418.85,10.55
1990-02-13,23.76,106.11,132.48,199.2019,197,59.440886,94.35,331.02,1067,37107.03,2293.2,2863.55,819.2,186.05,450.13,,145.38,313.61,92.21,418.05,12.85
1990-02-14,22.05,102.26,132.77,199.2019,197.9,51.056636,95,332.01,1067.95,37155.89,2298.3,2870.43,819.2,186.05,450.13,,145.38,313.61,92.25,414.6,11.05
1990-02-15,19.71,100.59,133.66,199.2019,199.77,35.252425,95.38,334.89,1072.31,37471.99,2313.8,2910.04,819.2,186.05,450.13,,145.38,313.61,92.89,416.65,8.95
1990-02-16,20.78,94.63,133.69,199.2019,198.47,44.438559,95.12,332.72,1088.18,37460.32,2325.9,2939.25,819.2,186.05,450.13,,145.38,313.61,92.07,416.5,8.95
1990-02-19,20.78,94.63,133.13,199.2019,198.47,44.611116,93.64,332.72,1073.87,37222.6,2297.1,2968,819.2,186.05,450.13,,145.38,313.61,92.07,416.5,11.85
1990-02-20,22.78,109,131.3,199.2019,197.97,33.932869,93.41,327.99,1053.49,36895.52,2277,2980.9,819.2,186.05,450.13,,145.38,313.61,91.78,419.95,13.55
1990-02-21,23.89,110.89,129.34,199.2019,196.8,43.484419,93.08,327.67,1046.7,35734.33,2259.7,2862.27,819.2,186.05,450.13,,145.38,313.61,91.88,420,11.85
1990-02-22,22.54,110.03,128.98,199.2019,197.82,41.59644,93.08,325.7,1053.05,35826.84,2269.2,2927.92,819.2,186.05,450.13,,145.38,313.61,91.84,417.65,10.85
1990-02-23,23.69,107.16,126.69,199.2019,197.3,46.397591,92.74,324.15,1038.72,34890.97,2236.7,2894.31,819.2,186.05,450.13,,145.38,313.61,92.2,415.85,12.35
1990-02-26,23.56,111.62,124.45,199.2019,198.55,42.30697,90.87,328.67,1031.27,33321.87,2249.3,2872.63,819.2,186.05,450.13,,145.38,313.61,92.71,411.3,9.75
1990-02-27,22.69,107.3,125.78,199.2019,196.68,39.109586,93.88,330.26,1045.13,33897.95,2254.8,2932.62,819.2,186.05,450.13,,145.38,313.61,92.83,407.55,7.85
1990-02-28,21.99,105.72,127.09,196.1441,195.94,34.998664,94.06,331.89,1048.91,34591.99,2255.4,2951.98,788.9,181.57,459.88,,145.86,316.28,93.39,407.7,9.35
1990-03-01,21.9,108.82,125.84,196.1441,192.86,30.897892,94.06,332.74,1039.54,33829.58,2238.4,2933.13,788.9,181.57,459.88,,145.86,316.28,93.96,406.3,6.45
1990-03-02,21.34,106.51,126.4,196.1441,194.68,44.194949,96.53,335.54,1057.33,34057.56,2254.8,2937.93,788.9,181.57,459.88,,145.86,316.28,94.15,405.05,6.45
1990-03-05,22.03,106.45,126.17,196.1441,197.91,36.896793,94.6,333.74,1064.82,33845.2,2230.5,2938.68,788.9,181.57,459.88,,145.86,316.28,93.36,403.2,7.15
1990-03-06,20.55,106.34,126.35,196.1441,196.36,34.65355,93.8,337.93,1062.78,33791.08,2216,2933.23,788.9,181.57,459.88,,145.86,316.28,93.59,405.35,4.65
1990-03-07,19.1,106.23,125.63,196.1441,195.72,27.416297,92.69,336.95,1074.51,33362.34,2230.3,2926.45,788.9,181.57,459.88,,145.86,316.28,93.37,400.5,4.65
1990-03-08,19.74,107.16,126.57,196.1441,196.27,25.467415,92.77,340.27,1082.32,33690.89,2249.9,2915.73,788.9,181.57,459.88,,145.86,316.28,93.62,400.7,-3.25
1990-03-09,20.3,106.44,125.96,196.1441,194.66,27.02043,93.34,337.93,1087.35,33993.12,2234.3,2912.67,788.9,181.57,459.88,,145.86,316.28,93.89,399.3,-5.95
1990-03-12,20.07,105.3,124.9,196.1441,194.18,27.203138,93.1,338.67,1082.45,33368.23,2222.4,2892.98,788.9,181.57,459.88,,145.86,316.28,94.43,401.25,-6.15
1990-03-13,21.05,109.46,123.27,196.1441,194.28,26.076441,92.1,336,1088.53,32620.57,2224.5,2887.62,788.9,181.57,459.88,,145.86,316.28,94.28,397.25,-3.55
1990-03-14,19.65,107.1,122.89,196.1441,194.68,36.896793,91.78,336.87,1092,32352.13,2226.1,2881.23,788.9,181.57,459.88,,145.86,316.28,94.2,398.75,-4.45
1990-03-15,18.81,103.56,123.12,196.1441,197.52,37.079501,91.49,338.07,1101.47,32671.64,2234.9,2892.81,788.9,181.57,459.88,,145.86,316.28,93.74,399.5,-5.65
1990-03-16,17.62,101.57,124.05,196.1441,196.13,46.123529,92.29,341.91,1105.71,32616.44,2263.9,2886.46,788.9,181.57,459.88,,145.86,316.28,93.82,400.65,-7.15
1990-03-19,18.29,103.04,122.36,196.1441,195.47,36.754687,92.03,343.53,1108.72,31263.24,2238,2871.39,788.9,181.57,459.88,,145.86,316.28,93.49,402.1,-9.15
1990-03-20,19.06,103.03,120.98,196.1441,194.8,26.076441,93.31,341.57,1103.16,30807.19,2259.7,2880.03,788.9,181.57,459.88,,145.86,316.28,94.3,399.65,-11.25
1990-03-21,20.1,101.37,120.25,196.1441,195.85,20.991078,93.37,339.74,1114.3,30807.19,2250.3,2926.92,788.9,181.57,459.88,,145.86,316.28,94.57,392,-13.55
1990-03-22,22.74,106.6,117.77,196.1441,195.71,27.609155,92.94,335.69,1104.94,29843.34,2258.9,2948.67,788.9,181.57,459.88,,145.86,316.28,94.19,392,-8.25
1990-03-23,20.46,105.88,119.28,196.1441,197.61,30.299017,92.38,337.22,1107.65,30372.16,2283.9,2974.16,788.9,181.57,459.88,,145.86,316.28,94.39,393.5,-7.95
1990-03-26,19.59,105.56,121.01,196.1441,197.43,32.623465,91.66,337.63,1114.94,31840.49,2298.2,3014.02,788.9,181.57,459.88,,145.86,316.28,94.36,370.25,-10.55
1990-03-27,21.01,103.5,121.37,196.1441,197.34,52.609651,90.93,341.5,1108.58,31825.96,2266.3,3010.85,788.9,181.57,459.88,,145.86,316.28,94.55,368,-11.55
1990-03-28,19.77,98.67,120.28,196.1441,197,40.195681,89.96,342,1108.04,31263.57,2274,2990.7,788.9,181.57,459.88,,145.86,316.28,94.47,372,-6.65
1990-03-29,18.46,102.21,120.39,196.1441,197.5,40.378389,90.66,340.79,1113.82,31026.16,2263,3000.52,788.9,181.57,459.88,,145.86,316.28,93.58,371.5,-1.65
1990-03-30,19.73,103.89,119,194.1995,198.61,46.265635,92.64,339.94,1115.39,29980.45,2247.9,2997.98,741.8,178.37,461.72,,150.65,320.17,93.77,368.5,0.55
1990-04-02,22.84,104.48,115.2,194.1995,200.4,54.923947,91.77,338.7,1102.63,28002.07,2221.6,2934.7,741.8,178.37,461.72,,150.65,320.17,94.1,368.4,3.55
1990-04-03,20.44,100.64,117.7,194.1995,200.61,42.154713,91.59,343.64,1117.39,28759.72,2240.7,2962.45,741.8,178.37,461.72,,150.65,320.17,93.99,375,3.05
1990-04-04,22.03,107.26,117.32,194.1995,198.58,57.248395,90.7,341.09,1117.46,28442.94,2231.6,2960.88,741.8,178.37,461.72,,150.65,320.17,94.01,374.25,3.05
1990-04-05,21.21,103.72,117.75,194.1995,197.01,48.935197,90.7,340.73,1120.48,28249.06,2239.5,2960.88,741.8,178.37,461.72,,150.65,320.17,93.85,378.4,1.65
1990-04-06,21.76,100.77,119.24,194.1995,195.88,49.473169,90.85,340.08,1126.63,29278.78,2221.1,2956.12,741.8,178.37,461.72,,150.65,320.17,93.7,377.7,4.45
1990-04-09,22.3,98.98,120.84,194.1995,193.36,43.240809,89.27,341.37,1120.33,30397.93,2227.7,2954.74,741.8,178.37,461.72,,150.65,320.17,93.64,376.7,5.35
1990-04-10,21.69,100.48,119.47,194.1995,190.95,47.503987,88.55,342.07,1119.32,29624.68,2217.5,2942.33,741.8,178.37,461.72,,150.65,320.17,92.97,375.2,7.25
1990-04-11,17.73,99.17,119.6,194.1995,192.45,49.828434,88.79,341.92,1122.83,29440.28,2215.5,2959.98,741.8,178.37,461.72,,150.65,320.17,92.87,374.5,7.85
1990-04-12,19.8,98.78,120.08,194.1995,190.82,51.604759,87.97,344.34,1127.94,29623.2,2222.1,2995.69,741.8,178.37,461.72,,150.65,320.17,92.91,375.5,6.55
1990-04-13,19.8,98.78,119.68,194.1995,190.82,51.787466,87.43,344.34,1127.36,29213.92,2222.1,2995.69,741.8,178.37,461.72,,150.65,320.17,92.91,375.5,6.45
1990-04-16,20.75,99.05,118.84,194.1995,192.05,46.509246,84.33,344.74,1130.41,28463.18,2222.1,2995.69,741.8,178.37,461.72,,150.65,320.17,93.35,375.5,8.95
1990-04-17,20.38,99.94,118.81,194.1995,191.47,49.645727,86.57,344.68,1133.43,28461.6,2214.5,3020.44,741.8,178.37,461.72,,150.65,320.17,93.31,374,6.75
1990-04-18,22.67,101.29,119.24,194.1995,190.12,50.823176,84.95,340.72,1124.96,29249.06,2205.9,3052.35,741.8,178.37,461.72,,150.65,320.17,92.94,374.75,7.05
1990-04-19,22.46,101.37,120.07,194.1995,193.73,54.213418,83.54,338.09,1120.75,29945.41,2184.7,3067.67,741.8,178.37,461.72,,150.65,320.17,93.08,375.75,8.25
1990-04-20,23.33,102.13,119.59,194.1995,193.56,68.576269,83.48,335.12,1127.18,29835.44,2187.1,3067.3,741.8,178.37,461.72,,150.65,320.17,93.39,376,13.65
1990-04-23,24.16,106.32,118.27,194.1995,195.36,60.263071,84.29,331.05,1108.59,29679.07,2159.2,3056.86,741.8,178.37,461.72,,150.65,320.17,93.8,375.25,12.35
1990-04-24,21.7,105.36,117.46,194.1995,194.84,67.611978,83.7,330.36,1106.22,29501.38,2159.9,3015.84,741.8,178.37,461.72,,150.65,320.17,93.83,376.8,7.65
1990-04-25,20.86,104.23,117.79,194.1995,193.57,65.652946,82.2,332.03,1104.51,29564.36,2143.2,3018.58,741.8,178.37,461.72,,150.65,320.17,93.08,371.45,3.95
1990-04-26,20.25,109.41,117.94,194.1995,193.29,60.47623,79.01,332.92,1095.66,29424.58,2133.6,3009.34,741.8,178.37,461.72,,150.65,320.17,93.17,371.6,3.05
1990-04-27,22.19,106.59,117.11,194.1995,193.82,58.953666,81.53,329.11,1091.63,29584.8,2106.6,2986.33,741.8,178.37,461.72,,150.65,320.17,93.08,371.6,9.75
1990-04-30,19.52,104.63,117.24,193.6043,193.94,66.546184,74.93,330.8,1087.94,29584.8,2103.4,2950.09,727.7,169.1,444.91,,149.22,310.14,93.08,367.75,7.75
1990-05-01,18.43,106.19,117.73,193.6043,196.18,56.811926,78.24,332.25,1088.04,29689.83,2117.9,2945.18,727.7,169.1,444.91,,149.22,310.14,93.14,369.5,4.65
1990-05-02,19.32,106.92,119.04,193.6043,195.88,40.104328,78.24,334.48,1098.06,30173.64,2137.5,2957.76,727.7,169.1,444.91,,149.22,310.14,93.21,369.6,4.85
1990-05-03,17.81,106.81,119.49,193.6043,192.99,44.580665,81.77,335.57,1111.77,30173.64,2134.7,2954.61,727.7,169.1,444.91,,149.22,310.14,93.16,369.9,6.65
1990-05-04,17.28,108.46,120.14,193.6043,193.35,55.817185,85.28,338.39,1118.26,30173.64,2162.1,2946.97,727.7,169.1,444.91,,149.22,310.14,92.43,371.3,12.85
1990-05-07,17.65,104.55,122.02,193.6043,195.23,45.372398,86.39,340.53,1128.43,30956.27,2162.1,2958.91,727.7,169.1,444.91,,149.22,310.14,92.04,371.3,14.25
1990-05-08,18.49,105.61,122.3,193.6043,194.76,45.362248,87.03,342.01,1123.19,30970.58,2182.3,2953.58,727.7,169.1,444.91,,149.22,310.14,92.01,370.65,14.85
1990-05-09,18.64,109.61,122.75,193.6043,197.28,44.560364,86.53,342.86,1119.61,30945.61,2162.7,2942.27,727.7,169.1,444.91,,149.22,310.14,91.16,370.3,16.55
1990-05-10,18.59,107.67,122.8,193.6043,196.61,41.59644,84.14,343.82,1116,30980.26,2157,2985.42,727.7,169.1,444.91,,149.22,310.14,91.03,371.75,14.75
1990-05-11,19.81,105.45,125.68,193.6043,194.47,51.746865,83.08,352,1110.37,31512.14,2175.9,2960.46,727.7,169.1,444.91,,149.22,310.14,91.06,368.55,11.75
1990-05-14,20.14,107.87,126.98,193.6043,196.83,49.777682,80.1,354.75,1111.93,32042.65,2214.5,2976.44,727.7,169.1,444.91,,149.22,310.14,91.11,369,10.75
1990-05-15,19.49,107.45,127.43,193.6043,196.73,47.666394,79.15,354.28,1109.35,31997.04,2212.2,2965.09,727.7,169.1,444.91,,149.22,310.14,91.15,367.75,12.55
1990-05-16,17.71,104.42,126.95,193.6043,196.8,53.117172,82.69,354,1107.71,31967.62,2221.1,2948.89,727.7,169.1,444.91,,149.22,310.14,91.24,369.85,15.65
1990-05-17,17.27,101.79,127.32,193.6043,197.44,58.56795,84.55,354.47,1113.09,32061.6,2284.4,2917.63,727.7,169.1,444.91,,149.22,310.14,91.25,369.2,15.35
1990-05-18,17.2,100.61,126.85,193.6043,197.17,45.260743,83.83,354.64,1109.49,32013.72,2269.2,2925.89,727.7,169.1,444.91,,149.22,310.14,91.38,369.9,14.05
1990-05-21,16.72,94.82,126.65,193.6043,195.63,38.033641,84.24,358,1098.29,31765.05,2282,2930.83,727.7,169.1,444.91,,149.22,310.14,91.94,373.1,14.55
1990-05-22,17.84,95.16,127.79,193.6043,195.34,40.175381,85.87,358.43,1106.66,31938.3,2311.3,2970.87,727.7,169.1,444.91,,149.22,310.14,91.97,375.1,11.25
1990-05-23,17.18,95.14,128.3,193.6043,191.94,49.980691,86.12,359.29,1111.21,32176.51,2287.4,3028.31,727.7,169.1,444.91,,149.22,310.14,92.07,364.5,11.45
1990-05-24,17.7,94,127.93,193.6043,192.23,43.73818,85.87,358.41,1110.43,32311.75,2277,3048.01,727.7,169.1,444.91,,149.22,310.14,92.41,366.5,12.85
1990-05-25,17.32,93.62,128.3,193.6043,192.02,42.30697,86.43,354.58,1102.43,32793.88,2265.6,3059.5,727.7,169.1,444.91,,149.22,310.14,92.17,366.5,16.55
1990-05-28,17.32,93.62,128.75,193.6043,192.02,38.033641,85.33,354.58,1099.45,33191.61,2265.6,3059.5,727.7,169.1,444.91,,149.22,310.14,92.17,366.5,15.85
1990-05-29,18.75,92.77,129.04,193.6043,193.82,38.206198,85.97,360.65,1111.82,32817.67,2295.6,3048.55,727.7,169.1,444.91,,149.22,310.14,91.98,367.7,14.55
1990-05-30,17.44,94.45,129.53,193.6043,193.34,37.140404,86.72,360.86,1117.22,32926.26,2346,3083.35,727.7,169.1,444.91,,149.22,310.14,92.33,366.4,14.55
1990-05-31,17.37,94.7,129.24,200.0313,189.81,36.247166,87.67,361.23,1116.83,33130.8,2345.2,3132.32,794.3,183.12,476.97,,164.56,334.79,92.93,363.05,11.65
1990-06-01,17.09,97.12,129.96,200.0313,189.29,50.610017,88.39,363.16,1116.17,32891.12,2371.3,3159.17,794.3,183.12,476.97,,164.56,334.79,92.99,363.45,12.85
1990-06-04,18.39,93.49,129.67,200.0313,187.68,37.028749,89.69,367.4,1120.1,32925.37,2379,3153.22,794.3,183.12,476.97,,164.56,334.79,92.68,357.05,14.15
1990-06-05,18.97,92.72,129.79,200.0313,186.57,35.973105,88.9,366.64,1123.85,32921.62,2380.1,3159.06,794.3,183.12,476.97,,164.56,334.79,92.59,358.1,13.85
1990-06-06,17.42,96.01,129.5,200.0313,187.21,37.221607,88.9,364.96,1108.59,32953.5,2358.5,3172.49,794.3,183.12,476.97,,164.56,334.79,92.61,359.5,12.65
1990-06-07,16.88,96.24,129.4,200.0313,185.72,41.59644,88.39,363.15,1107.05,33192.5,2378.4,3145.3,794.3,183.12,476.97,,164.56,334.79,92.8,352.8,13.65
1990-06-08,17.58,91.83,127.96,200.0313,184.88,35.780247,88.5,358.71,1099.46,32993.29,2366.4,3174.33,794.3,183.12,476.97,,164.56,334.79,93.08,353.5,14.15
1990-06-11,16.34,95.2,127.41,200.0313,184.55,33.821215,86.46,361.63,1094.01,32540.18,2348.9,3154.99,794.3,183.12,476.97,,164.56,334.79,92.93,354.7,12.85
1990-06-12,16.6,96.26,128.1,200.0313,187.51,39.109586,86.24,366.25,1092.18,32322.31,2370.8,3203,794.3,183.12,476.97,,164.56,334.79,92.94,355.75,11.65
1990-06-13,17.38,97.84,128.06,200.0313,187.37,40.429141,85.71,364.9,1094.42,32371.77,2405.3,3185.14,794.3,183.12,476.97,,164.56,334.79,92.54,350.5,14.45
1990-06-14,17.4,95.23,128.35,200.0313,185.4,40.601698,84.72,362.9,1097.85,32668.11,2403,3191.55,794.3,183.12,476.97,,164.56,334.79,92.73,345.85,13.95
1990-06-15,15.9,94.28,127.76,200.0313,184.52,44.266002,84.63,362.91,1089.21,32538.4,2392.3,3201.52,794.3,183.12,476.97,,164.56,334.79,92.59,346.9,13.15
1990-06-18,17.71,94.28,126.94,200.0313,184.52,46.570148,83.05,356.88,1084.24,32376.8,2370.5,3201.52,794.3,183.12,476.97,,164.56,334.79,92.02,349.25,12.75
1990-06-19,15.23,94.9,126.83,200.0313,182.76,38.033641,82.28,358.47,1098.5,32040.38,2369.7,3229.02,794.3,183.12,476.97,,164.56,334.79,91.91,348.65,12.35
1990-06-20,15.27,90.84,127.21,200.0313,182.66,30.796388,81.39,359.1,1102.64,32087.76,2371.4,3234.39,794.3,183.12,476.97,,164.56,334.79,92.06,346.9,13.05
1990-06-21,14.72,92.67,127.21,200.0313,183.08,36.247166,81.69,360.47,1105.72,32087.27,2370.3,3246.21,794.3,183.12,476.97,,164.56,334.79,92.11,349.75,13.45
1990-06-22,19.36,91.53,126.47,200.0313,184.86,36.785139,82.13,355.43,1112.61,31694.57,2378.5,3250.44,794.3,183.12,476.97,,164.56,334.79,91.97,348.4,13.85
1990-06-25,17.06,92.06,125.4,200.0313,185.85,28.482091,81.36,352.31,1118.94,31124.19,2398.5,3276.44,794.3,183.12,476.97,,164.56,334.79,92.1,353.4,13.65
1990-06-26,16.29,91.79,125.9,200.0313,184.46,31.608422,81,352.06,1123.46,31571.77,2399.8,3292.35,794.3,183.12,476.97,,164.56,334.79,91.46,349.35,12.05
1990-06-27,16,92.74,127.46,200.0313,182.9,33.932869,81.39,355.14,1122.16,32312.75,2373.6,3284.47,794.3,183.12,476.97,,164.56,334.79,91.53,350.65,14.05
1990-06-28,16.18,94.55,127.65,200.0313,184.68,38.388906,80.6,357.63,1122.46,32106.19,2355.7,3273.28,794.3,183.12,476.97,,164.56,334.79,91.68,352.3,16.85
1990-06-29,15.5,96.98,128.12,203.7049,184.18,38.916728,79.39,358.02,1120.33,31940.24,2374.7,3278.24,785.5,188.59,464.65,,166.68,331.26,91.15,352.2,19.25
1990-07-02,16.26,99.7,128.76,203.7049,184.47,33.821215,78.83,359.54,1124.08,32160.23,2372,3319.47,785.5,188.59,464.65,,166.68,331.26,90.51,357.4,18.15
1990-07-03,16.11,96.49,129.02,203.7049,184.18,36.145662,82.36,360.16,1121.5,32414.6,2371.7,3356.55,785.5,188.59,464.65,,166.68,331.26,90.43,362,20.95
1990-07-04,16.11,96.49,129.88,203.7049,184.18,36.145662,81.22,360.16,1120.64,32445.92,2355.5,3363.49,785.5,188.59,464.65,,166.68,331.26,90.43,362.5,19.95
1990-07-05,17.25,100.97,128.81,203.7049,182.79,39.535904,79.87,355.68,1113.32,32351.67,2331.4,3356.44,785.5,188.59,464.65,,166.68,331.26,90.41,359.7,19.05
1990-07-06,16.41,97.03,129.09,203.7049,181.56,36.785139,79.26,358.42,1114.14,32445.12,2340,3357.61,785.5,188.59,464.65,,166.68,331.26,90.5,361.15,19.15
1990-07-09,16.66,98.56,129.45,203.7049,181.89,39.028383,79.28,359.52,1110.41,32538.28,2337.6,3385.15,785.5,188.59,464.65,,166.68,331.26,90.27,360.25,18.45
1990-07-10,16.92,97.83,129.08,203.7049,182.89,32.674217,79.63,356.49,1100.56,32152.43,2327.6,3408.16,785.5,188.59,464.65,,166.68,331.26,89.58,354,19.05
1990-07-11,16.68,96.94,130.03,203.7049,184.43,33.932869,78.85,361.23,1109.54,32294.18,2360.5,3440.93,785.5,188.59,464.65,,166.68,331.26,90.18,354.3,18.75
1990-07-12,17.06,100.4,130.54,203.7049,188.73,32.115943,77.9,365.44,1118.71,32575.32,2370.5,3468.59,785.5,188.59,464.65,,166.68,331.26,89.38,351.45,27.95
1990-07-13,17.09,97.45,131.95,203.7049,190.9,32.714818,76.46,367.31,1121.3,32644.37,2382.2,3507.16,785.5,188.59,464.65,,166.68,331.26,90.06,363.6,31.95
1990-07-16,16.75,95.95,132.9,203.7049,193.68,31.811431,75.84,368.95,1127.62,33021.73,2406.5,3488.85,785.5,188.59,464.65,,166.68,331.26,90.19,363.25,29.25
1990-07-17,16.66,94.14,132.83,203.7049,193.4,33.993772,75.84,367.52,1133.76,33172.28,2415,3463.94,785.5,188.59,464.65,,166.68,331.26,89.69,360.7,31.95
1990-07-18,18.9,95.95,132.68,203.7049,191.8,38.439658,77.43,364.22,1133.35,33048.11,2402,3528.29,785.5,188.59,464.65,,166.68,331.26,89.84,359.4,37.75
1990-07-19,18.56,94.16,132.54,203.7049,192.09,34.399789,76.88,365.32,1134.74,33055.62,2387.3,3523.58,785.5,188.59,464.65,,166.68,331.26,89.66,362.3,38.55
1990-07-20,15.63,95.13,131.27,203.7049,192.41,33.841516,77.06,361.61,1136.18,32421.52,2400,3540.43,785.5,188.59,464.65,,166.68,331.26,89.54,361,40.15
1990-07-23,23.68,99.72,129.62,203.7049,193.65,39.343046,75.57,355.31,1120.62,31894.79,2359.7,3559.89,785.5,188.59,464.65,,166.68,331.26,88.93,366.1,42.25
1990-07-24,21.79,100.44,129.18,203.7049,194.63,31.923085,75.4,355.79,1120.9,31702.46,2360.9,3495.87,785.5,188.59,464.65,,166.68,331.26,88.99,368.7,42.15
1990-07-25,20.19,99.07,129.17,203.7049,194.82,32.095643,76.04,357.09,1122.36,31701.27,2364.7,3520.54,785.5,188.59,464.65,,166.68,331.26,89.15,372.75,39.45
